HW1;HW2;HW3;HW57;HW53
23;10.5;85;4;11.1
37;14.1;94.8;2;9.3
11;9.9;73.8;4;11.2
43;15.2;97.2;3;10.7
29;12.2;88.8;4;11.6
19;12;84;3;10.8
17;9.4;74.7;3;10.3
9;11.1;72.8;3;10.3
39;14.2;96.1;3;10.6
27;13.5;89.4;4;11.9
48;15.7;103.4;4;12.5
30;15.2;91.7;3;10.9
22;9.5;81;4;11.4
14;8.6;74;3;10.1
50;14.4;94.2;4;11.6
39;13.6;96;4;11.8
39;12.4;85;3;10.5
34;13.5;88.8;4;12
47;18.9;103.4;4;12.5
16;11.9;85.4;2;8.8
48;17.7;103.2;4;12.5
21;11.6;82.8;4;11.5
41;16.9;103.1;4;11.2
7;9.2;68.1;3;10.2
11;12.5;77;2;8.4
10;9.9;73.2;3;10.7
26;10.9;85;3;10
20;11.3;81.3;3;10.5
58;22.1;109.3;4;13.5
6;8.2;65.6;3;10.5
35;14.6;94.1;4;11.5
51;17.3;102.5;4;11.9
33;15.6;94.6;4;12
28;16.3;94.9;4;12
18;9.9;77.5;4;11.2
53;16;103.4;3;10.7
48;16.2;101.4;4;11.6
44;16.3;97.2;4;11.1
34;12.8;88;4;11.9
12;9.5;72;3;10.5
11;9.5;73.7;2;9.6
42;16.2;102;4;12
14;9.7;76.2;4;11.4
47;15.9;102.2;4;12
46;15.7;99.1;3;10.9
50;15.1;98.9;4;12.2
45;15.3;101.2;3;10.7
34;15.8;96.9;4;12.5
55;17.6;105.8;4;12.3
23;13;85.8;4;12.5
44;17.6;103.4;4;12.5
22;9.8;79.4;3;10.5
36;13.2;94.8;3;10
40;20.1;104;4;11.9
40;14.1;96.4;4;12.2
33;12.2;90.4;4;12.1
17;9.1;76.5;4;12.1
34;17.4;101.6;4;11.6
38;17.6;100.3;4;11.1
46;16.5;98.5;3;10.4
7;7.2;66.9;2;9.6
35;13.1;92.5;4;11.1
32;13.4;91;3;10.7
14;9.1;72.2;4;11.6
50;14.8;102.2;4;11.5
39;16.1;99.1;4;11.6
50;13.8;98.3;4;12.3
44;16.5;100.4;4;11.1
24;14.5;88.6;3;10.3
7;7.5;67.1;3;10
33;11.6;85.3;3;10.7
32;14.1;94.1;3;10.7
18;10;79.6;4;11.5
6;8.1;65.5;4;11.4
7;6.6;62.4;3;10.2
32;11.8;86.9;4;11.5
45;17.1;101.7;4;11.7
12;9;74.3;2;9.6
15;10.1;74.7;2;9.4
47;17.1;101.4;4;11.3
25;13.4;88.8;4;12
54;16.5;103.8;4;11.4
51;15.6;96.8;4;11.9
13;8.1;71;3;10.4
35;12.7;84.6;3;10.1
36;15;92.5;3;10.6
25;12.8;89.6;4;11
8;8.3;69.1;3;10.2
21;9.8;79.3;4;12
27;12.4;86.4;3;10.4
18;11.4;80.3;2;9.6
28;13.5;89.7;3;10
20;12.4;88.2;4;11.7
26;13.5;89.4;4;12.5
39;15.8;94.1;3;10.3
53;21.7;106.1;4;11.2
15;11.8;78.2;2;9.8
17;11.3;80.7;2;9.8
21;9.6;80.2;3;10.3
13;8.5;70.1;4;11.4
34;13.7;91.4;3;10.4
15;8.4;72.2;3;10.2
43;17;101.1;4;11.1
9;9.4;72.6;4;11.9
33;11.8;88.1;4;11
56;15.7;101.2;4;11.7
18;10.5;77.4;3;10.1
32;12.4;85.6;4;11.2
8;7.8;65.5;4;11.3
22;8.5;82.6;3;10.9
44;17.1;99.1;4;11.6
20;10;80.7;4;12.2
36;13;91.2;3;10.6
9;8.2;67.8;2;8.9
38;16.6;96.5;4;11.8
41;13.6;95.3;4;11.4
31;11.6;85.3;3;10.7
53;17.9;106.3;4;11.3
18;10.8;79.8;3;10.8
8;7.9;68.1;2;9.4
21;11.6;84.6;4;11.8
43;15.9;99.6;3;10.5
7;8;65;3;10
50;16.3;100.4;4;12.4
47;13.6;97.1;4;12
42;15.4;98.6;4;12.3
39;12.6;92.8;4;11.6
10;8.5;72;2;9.7
58;15.7;102.3;4;12.4
28;10.2;85.5;3;10.8
24;12.9;87.8;2;8.8
22;10.2;82.3;3;10.6
7;8.3;68.7;4;11.8
35;13;92.2;4;12.1
36;12.8;94;4;11.8
18;9;72.5;3;10.2
33;13.7;95.5;4;12.5
7;8.3;69.3;3;10.1
43;13.7;96.8;4;11.5
58;20;113.4;4;11.6
48;15.6;103.6;3;10.4
30;13.5;90.6;3;10.7
58;17.7;107.5;4;11.6
48;13.5;97.1;4;11.9
22;14.2;89.2;3;10.2
15;9.6;68.2;4;11.7
34;12.9;94.3;4;11.3
13;8.7;70.2;3;10.4
39;17.4;98.4;4;12.3
20;9.4;82.7;2;9.5
6;8;64.3;4;11.7
44;11.5;89.9;3;10.8
23;11.9;85.5;3;10.6
23;10.7;82.6;4;11
10;8.1;67.3;3;10.7
46;13.3;93.3;4;11.1
13;11.9;79.2;4;11.6
11;8.4;69.6;2;9.7
51;16.1;97.8;4;13.9
33;11.8;92.7;4;11.8
57;16;104.7;3;10.2
40;11.9;93.9;3;10.7
45;14.8;95.4;4;11.5
22;12;83.1;4;11.8
51;25.3;111;4;11.6
53;13.1;99.3;4;11.7
50;17.1;103.2;4;11.3
44;14.8;100.2;4;11.5
25;13.4;91;3;10.8
8;8.8;68.4;3;10.4
37;15.8;98.2;4;11.5
56;28.9;108;4;12
11;8.7;75.6;3;10.6
38;13.2;91.3;4;12.2
6;7.5;68.1;2;9.6
23;15.3;89;2;9.4
16;11.2;77.7;3;10.5
22;13.5;87.2;4;12.8
22;9.8;79.1;4;11.2
38;17.1;105.4;4;13
24;12.6;83.7;4;11.6
16;9.1;76.8;3;10.6
16;9.2;79.1;4;11
21;11.3;84.6;4;11.3
27;12;88.9;4;12.5
56;19.6;111.1;4;12.1
31;12.1;86.1;3;10.5
22;9.5;79.8;4;11
6;7.3;66.4;4;11.8
25;11.7;87.1;3;10.9
20;13.2;88;4;12.6
16;10.1;77;4;11.2
43;14.1;97.4;4;11.8
17;8.8;75;2;9
44;14.6;95.6;4;12.2
35;11.8;84.7;3;10
20;9.9;83.2;3;10.7
22;10.1;83.1;3;10.7
20;9.3;76.8;3;10
6;6.5;64.7;4;11.1
6;8.7;68.5;2;8.3
59;18.9;103.7;4;11.6
57;15.2;101.1;3;10.7
30;11.8;84;3;10.4
55;17.8;103.8;3;10.4
57;16.8;101.5;3;10.1
11;8.9;72.5;2;9.9
14;9.3;74.5;4;12.1
41;13.8;92.5;3;10.4
22;11;82.7;2;9.4
10;6.5;65.5;2;9
40;14.6;98.2;4;11.6
57;16.1;102.7;4;11.2
55;17.5;106.4;3;10.3
7;8.2;67.8;2;7.9
26;11.5;84;3;10.7
16;8.5;71.1;2;9.9
40;10.2;86.9;4;11.3
48;15.2;100.4;2;9.7
13;9.1;72;2;9.6
58;16.1;100.3;4;11.6
23;9.8;81.1;2;9.6
46;14.4;102.6;4;11.9
14;8.6;75.5;4;11.4
28;12.1;85.2;4;12.1
50;15.3;100.9;4;11.6
24;12.5;83.3;2;9.6
34;10.5;86.2;4;11.6
15;9.8;76.7;3;10.4
58;18.7;108;3;10.7
59;18.9;109.5;4;12.3
23;8.9;78.9;3;10.8
10;7.7;68.2;2;9.4
13;8.4;69.6;4;11.9
13;9.9;71.4;4;11.7
10;10.1;72.2;3;10.8
58;20.4;107.6;4;11.3
53;16.1;102.4;3;10.7
50;17.2;99.1;2;9.9
38;14.4;94.8;2;9.7
43;17.4;103.7;4;12
53;16;103.1;4;11.8
42;15.9;98.2;3;10.7
50;16.1;96.5;3;10.4
15;9.6;76.4;2;7.9
37;13.1;90.6;4;11.8
9;8.9;71.8;4;11.1
19;10.1;81.3;4;11.6
53;13.4;93.7;2;9.4
25;10.2;81.2;3;10.6
22;11.9;84.6;2;9.7
9;6.8;63;2;7.7
39;14.4;93.1;3;10.1
28;12.3;90.5;4;12.6
38;13.4;91.9;4;12.4
42;13.4;95.4;2;9.8
25;12.6;86.7;3;10.6
43;14.8;97.2;3;10.8
51;14.8;99.9;4;11.8
37;19.5;99.2;4;11.9
22;10.6;81.4;4;12.3
6;7;65.8;4;12.2
19;11.4;83.7;3;10.5
44;15.7;99.3;4;12
28;12;84.7;3;10.6
53;18;107.3;2;8.6
32;12.2;89.8;4;11.3
13;7.9;73.3;2;9.2
13;10;72.8;4;12
40;13.6;94.5;3;10.2
38;17.4;99;4;11.1
33;12.1;87.4;4;11.4
18;9.4;77.3;2;9.6
23;10;80.5;2;9.6
46;14.1;95.5;3;10.8
9;8.1;68.5;2;8.9
18;8.6;75.3;4;11
50;15.3;97.2;4;11.7
28;12.4;87.4;4;11
36;12.2;92;4;11.1
24;11.3;84.2;3;10.7
33;12;86.1;2;9
52;13.9;92.8;4;11.6
49;12.8;91.2;4;11.4
17;10.3;77.4;2;8.8
17;11.8;83.5;3;10.2
57;16.4;106.3;3;10.7
16;10.9;80.1;4;12.2
48;17.1;105.6;4;12.8
45;14.9;98.9;4;11.6
33;19.6;93.4;4;12.6
11;7.8;70;3;10.5
27;12.1;84.7;2;9.9
46;14.5;94.4;3;10.9
37;16.5;96.6;4;11.4
35;14.2;95.9;4;11.7
11;8.7;69.6;3;10.2
8;7;68.7;3;10.9
44;12.5;92.2;4;11.4
26;13;86.7;2;9.9
44;14.6;90.8;3;10.2
58;15.5;100.6;3;10
30;11.2;81.9;3;10.4
22;8.9;79.4;3;10.3
51;17.8;100.6;4;11.6
44;13.6;94.7;3;10.8
14;7;65.5;3;10.8
52;15.6;102.2;4;11.5
8;7.5;67.5;2;9
58;17.8;105.5;3;10.7
36;11.9;88.8;4;12
9;7.9;68.6;2;8.9
51;13.6;99.2;4;12
15;9.1;74.3;4;11.2
50;16.8;99.3;3;10.8
9;8.4;71.1;2;9.8
8;7.8;67.7;3;10.3
36;18;98.3;4;12.2
23;10.8;83.3;4;11.3
11;9.1;74.1;2;9
33;13;90.2;3;10.1
56;15.1;97.8;2;9.7
28;11.9;85;3;10.8
13;10.1;77;4;11.2
26;11.8;87.2;4;12.5
27;10.8;83.2;4;11.9
14;10.6;79.7;4;12.1
31;13.3;86.5;3;10.2
19;10.2;80.5;3;10.5
43;14.5;96.4;4;11.3
7;7;65.4;2;8.9
43;12.5;89.7;3;10.8
58;14.7;96.4;3;10.7
44;16.2;97.5;2;9.5
10;7.6;67;2;8.9
33;13.6;90.7;4;12.3
48;14.1;96.1;3;10.3
54;15.8;100.5;3;10.5
19;7.6;73.5;3;10.8
40;14.7;91.8;3;10.4
14;10.1;76.3;3;10
33;12.6;88.6;4;12.2
28;12.4;85.7;3;10.6
57;15.7;102.3;3;10.2
9;9;69.3;2;9.8
29;12.7;82.6;3;10.2
18;9.8;76.6;2;9.3
34;10.1;83.8;4;11
37;12.2;88.6;4;11.1
53;12.2;88.6;3;10.6
8;7.3;63.5;2;8.8
58;18.3;105.7;3;10.8
14;8.4;73.7;3;10.8
13;8.7;70.9;3;10.1
37;12.7;84.6;4;11.4
6;8.2;68.4;2;9
45;16.9;100.6;3;10.2
36;12;92.3;3;10.2
37;14;92.2;2;9.3
26;10.7;82.3;2;9.1
54;16.6;102.8;3;10.4
7;7.2;66.9;2;8.9
29;10.5;82.4;3;10.1
21;10;80.1;4;11
44;11.8;90.7;3;10.2
30;11.6;83.5;3;10.6
48;14.5;96;3;10.9
19;10.5;78.4;2;9.3
20;9.9;75.3;3;10.6
20;10.1;77.4;4;12.4
50;13.3;98.3;3;10.9
14;7.4;70.3;2;9.7
38;12.7;89.2;3;10.4
17;11.1;75.8;3;10.2
57;17.2;106;2;12.5
6;7.9;63.2;4;14.8
29;12;88.7;3;13.7
35;11.6;90.7;4;14
10;7.8;67.3;2;12.7
41;17.1;103;4;14.2
41;17;98;4;11.2
59;16.4;102.4;4;12.4
15;8.3;77.6;4;11.4
48;16.7;101.6;4;12.8
57;16.2;96.8;4;12
51;17.6;103.5;4;13.1
49;18.2;104.4;4;12.3
52;14.7;98.7;4;13
47;16.5;98.9;4;13
25;12.1;86;4;12.8
10;8.7;72.5;2;10.5
46;14.7;97.4;4;13.8
9;8.8;70.5;4;13.1
45;14.4;99.1;4;12.4
42;18;103;4;13.3
22;12.9;90;4;12.1
9;8.6;68.9;2;11
45;13.6;96.6;4;12.5
28;11.7;92.1;4;14.2
15;9.4;74.1;3;11.4
55;17.7;105.2;4;12.8
20;11.5;80;4;13.4
36;11.9;90.7;4;13.6
12;7.8;70.4;3;11.2
21;11;84;3;11.9
14;9.9;75.6;4;12.5
56;15.5;102.9;4;13.1
30;12.8;88.6;4;13.3
36;16.9;95.5;4;13
55;17.6;102;4;12.1
38;15.1;96.4;4;14.2
8;8;70.5;3;11.2
47;14.7;95.8;4;12.9
39;17.3;100;4;11.9
46;14.2;97.5;4;12
30;16.5;95.5;4;11.4
22;11.1;86.1;4;12.3
41;15.3;98.7;4;12.5
25;13.5;90;4;12.8
25;13.5;89.6;4;12.3
41;17.3;100.4;4;11.2
52;11.3;98.1;4;12.7
37;14;93.2;4;12.1
19;10.2;79;3;10.4
36;16;96.4;4;12.2
38;14.4;94.1;4;13
21;9.1;77.5;2;9
50;12.2;90.7;4;11.7
48;15.2;96.7;4;14.1
41;15.3;98.1;4;11.8
11;10.5;75.3;3;10.4
41;13.4;100.8;4;12.8
55;14.7;103.4;4;12.1
37;12.8;95;4;12.2
58;18.2;108;4;13
15;7.8;69.3;4;11
18;8.1;74;4;11.9
9;7.9;68.2;2;9.8
9;8.3;69.4;3;10.6
33;13.9;93.4;4;11.5
50;15.1;95.6;4;11.5
10;9.7;75;2;8.9
49;14.1;97.5;3;10.6
39;14.4;92.5;3;10.8
27;12.7;89.6;4;13.6
44;15.4;99.8;4;13.1
28;11.2;85.4;4;12.8
54;14.4;94.4;4;12.5
10;8.7;73.4;3;10.3
22;9.6;78.5;3;10.3
15;9.8;77;4;12.4
12;8.4;72.5;4;11.4
59;16.4;103.5;4;12.3
21;11.1;81.8;4;11.1
8;9;68.8;4;11.5
53;17.9;106.9;3;10.4
9;8.3;68.4;4;11.3
21;10.9;80.5;4;12.9
9;8.7;70.2;3;10.4
15;9.1;73.4;3;10.8
34;11.8;93.7;4;11.4
11;8.8;74.2;4;11
39;12.8;92.1;4;11.5
10;8.6;71.3;2;9.3
44;18.8;102;4;11.4
55;18.1;106.7;2;9.8
29;12.1;85.1;4;11.4
15;8.2;73;4;12.2
33;14.3;93.1;4;13.3
19;11.9;84.1;4;11.2
59;21.9;110.8;4;12.1
36;13.1;92;4;11.2
7;7.5;64.4;4;12.2
42;18.9;101.2;3;10.2
46;15;96.6;4;11.2
14;9.3;75.7;4;11.8
50;18.1;103.9;4;12.2
21;12.1;82.9;4;11.9
55;12.8;96.7;4;11.7
29;16.9;91.4;4;13.1
14;11.5;81.4;4;12.3
53;12.8;100.1;4;13.4
45;16.5;100.7;4;12.3
29;12.8;85.4;2;9.9
42;12.3;86;3;10.6
35;14.6;92;2;10.1
23;10.3;84.4;2;9.8
56;17.3;102.7;4;11.1
33;11.3;89.6;4;11.4
55;17.6;110.5;4;12
27;14.5;86.4;4;11.4
26;10.5;82.3;4;12.5
47;12.2;88.6;4;11
39;10.9;89.5;4;11.8
51;15.1;102.7;4;11.4
8;7.1;65.7;4;11.3
35;14;93.6;4;12.6
20;10.2;81.6;3;10.1
45;12.7;91.6;4;12.5
36;13.7;89.8;4;12.9
40;14.8;96;4;11.3
15;11.7;79.1;4;12
55;17.1;103.6;4;12.5
28;13.2;88.8;4;12.2
54;19.6;104.9;4;13.3
16;9.2;75.1;3;10.7
8;7.2;67.9;3;10
43;15.5;98.5;4;13.7
53;16.1;102.2;4;12.6
58;20;107.4;4;12.2
6;6.8;62.9;4;12.2
37;14.6;93.5;3;10.9
19;9.7;79;4;11.9
9;8.2;67.4;3;10.1
45;13.9;94.2;4;11.1
52;14.5;98;4;12.1
14;8.7;70.5;2;9.4
39;13;89;4;11.1
20;8.5;76.8;3;10.9
7;8.1;68;2;8.5
32;13.1;88.9;4;11.6
32;12.2;84.5;4;12.4
59;15.2;100.7;4;12.1
28;11.6;82.7;4;12
28;13.1;87.6;4;12.1
11;9.8;72;4;11.6
29;11.7;84.1;4;11.5
51;14.7;97.5;3;10.7
21;10.4;82.2;4;12.4
49;14.2;95;4;11.8
11;8.5;71.5;2;7.9
14;9.2;74.6;4;11.1
49;15.3;96;4;11.8
45;14;94.7;4;12.1
59;14.4;95;4;13
25;11.5;85;4;12.3
11;9.4;75.4;3;11
34;14.3;92;4;11.7
15;11;78.1;2;8.5
55;17.4;103;4;11.8
56;19.3;105.2;4;11.8
40;14.8;99.3;4;12.6
40;12.4;92.9;4;12.8
46;15.5;98.9;4;11.9
57;14.9;98.8;4;12.4
16;9.4;75.7;3;10.8
49;16.5;100.4;4;12.1
37;12.3;86.2;3;11.3
17;9.7;78.2;4;12
28;15.3;92.5;2;10.3
48;20.5;107.4;4;14.1
49;14.6;99.6;3;11.4
35;12.5;88.7;4;12.7
39;13.1;89;2;9.9
20;10.6;81;3;10.6
47;14.3;94;2;9.7
21;9.6;79;4;11.1
28;12;84;4;11.5
56;16.3;96.5;3;10.3
40;13.7;93.5;2;9.6
55;15.9;103;3;10.3
17;9.4;75.2;3;10.4
53;17.1;102.4;2;9.7
27;9.5;77.2;3;10.5
48;14.7;92;4;11.4
44;11.4;90.9;4;11.9
6;9;66.7;2;8.1
45;15.6;93.6;4;11.7
51;15.8;100.2;4;11
38;14.2;92.8;4;11
7;8.3;68.5;2;7.8
47;16.3;95.7;3;10.2
17;10.1;76;4;11.3
17;12;80;4;11.7
35;11;84.3;4;11
14;9.8;75.9;3;10
51;16.6;101;4;11.2
19;11.1;84;4;11.5
29;11.8;85.4;4;11.5
15;8.1;71;3;10.9
49;14.4;90;3;10.9
17;8;72;2;9.9
8;6.5;63.6;2;9
41;11.5;86.4;3;10.5
6;7.7;67;2;8.2
24;10.9;79.5;4;11.8
44;15.3;98.5;4;11.1
15;7.9;73;4;11.8
13;9.4;71.2;4;11.1
35;13;85.3;4;11.4
47;13.7;92.5;4;12.1
20;10.9;82.2;3;10.5
45;15.1;97;4;12
41;12.1;91.1;4;13
32;13;94.7;4;12.4
7;9.8;68.5;2;9.1
41;14.5;99.7;4;13.7
38;12.2;91.6;4;12.3
18;8.6;74.5;4;11.9
18;9.1;77.2;4;13.1
18;8.6;74.7;4;12.3
58;17.2;107.6;4;13.3
23;11.9;87.3;4;11.7
29;13.4;87.5;4;13.1
39;12.9;89.6;4;12
28;11.1;86.6;4;11.7
18;9.6;76.9;2;10.3
9;9.1;70.5;2;10.1
13;12.1;75.4;4;11.7
32;11.7;86.8;2;10.4
26;10.3;80.4;4;12.1
25;12.9;84.5;4;12
56;19.4;105.9;4;13
23;9.5;75.9;4;12.4
37;12.1;84.6;4;13
25;11;81;4;12.4
52;15.8;103.2;4;13.6
52;15;100.7;4;12.5
11;7.5;70.6;3;11.6
56;17.5;104.8;4;12.7
16;8.7;75.5;4;13
13;9.3;76.3;4;12.5
54;15.2;97.4;4;13.2
27;12.1;87.5;4;12.7
15;10.3;78;4;11.9
48;18.7;106.6;3;11.2
6;7.3;64.5;4;12
7;9;69.2;3;11.3
22;13.2;85;3;11.2
57;19.2;105.9;3;11.1
10;7.8;69.4;4;11.5
26;10.4;81;4;11.4
12;9.3;73.4;4;11.8
44;13.4;93.1;3;10.9
45;17.8;102;4;11.7
55;12.4;93.5;4;11.5
40;12.5;91.7;4;12.3
7;8.1;66.2;2;9.1
50;12.8;94.4;4;11.6
15;9.4;74.8;4;11.4
48;14.7;95.4;4;11.8
6;5.8;60.9;3;11.3
52;16.8;97.2;3;11
12;7.8;70.7;4;11.9
46;15.4;95;4;12.1
20;11.4;83.7;4;12.7
36;14.4;90.9;4;11.7
17;10.8;78.8;2;7.9
35;14;92.8;4;11.5
21;11.1;81.6;3;10.9
47;13.4;95.2;3;11.2
41;13.6;92.1;4;12.9
42;15;93.8;4;13.2
55;15.7;101.6;4;14.3
21;11.2;82;3;12.5
48;18;107.9;4;14.4
56;17.2;102.6;4;13.3
14;10;77.6;2;11.9
6;7;67.2;2;11.8
37;14.1;92.2;4;14.3
39;13.7;91.4;3;12.7
15;10.4;76.5;3;12.8
38;14.7;97.2;3;12.7
8;9.2;66.8;4;13.8
30;11.6;84;3;12.8
46;17;99.1;4;14.6
26;9.7;80.5;4;13.9
9;10.4;71.3;4;13.2
42;11.6;87.6;4;13.1
24;11.4;86.2;3;12.9
23;10.4;83.5;4;13.1
17;14;82.3;4;13.5
24;12.1;85.8;4;14.3
20;10.5;82.3;2;11.4
8;8.8;68.5;2;11.4
39;14;95.3;4;13.2
18;12.8;82.6;4;12.7
25;12.5;85.7;4;11.1
45;16.5;102.2;4;11.8
6;7.8;65.1;3;10.2
49;13.9;99;4;13.1
52;12.1;90.5;4;11.6
56;18.2;106.4;4;12.8
51;19.9;105.2;4;11.8
13;10.5;74.5;4;12.5
24;16.7;90;4;11.7
44;16.1;103.1;4;12.2
20;10.7;83.1;4;11.7
43;17;99.9;4;11.4
46;23.2;110.4;4;12.6
37;13.8;95.2;3;10.7
54;17.2;101.1;4;11.6
22;13.3;85.9;4;11.2
10;8.6;69.1;2;8.9
46;14.6;92.1;4;12
9;11.2;74;3;10.7
41;17.7;104;4;12.1
18;9.1;75.2;4;12.3
31;12.9;90.7;4;12
36;16.1;93.1;4;11.3
42;14.9;92.3;4;11.7
59;18.4;105.9;2;9.5
36;14.4;95.3;3;10.5
46;18.9;101.1;3;10.9
15;10.4;78.5;3;10.6
22;11.7;83.6;4;11
39;13.5;94.2;4;11.5
59;18.6;109.3;3;10.7
35;15.9;100;4;12.3
26;13.5;87.1;4;12
42;23.2;102.5;4;12.3
41;15.1;99.1;4;14.2
44;19.1;104.6;4;11.1
8;10.4;70.1;2;9.8
22;13.3;88.1;3;10.5
50;17.2;106.5;4;12.3
32;13.1;94.4;3;10.7
57;25.5;112.6;4;11.1
10;9.1;74.2;3;10.4
52;18.5;107.3;4;11.7
19;11.6;83;4;11.9
25;12.9;88;4;12.9
11;10.8;77.1;2;9.4
50;15.8;102.5;4;12.8
26;20.4;92.1;4;11.2
11;11;73.9;4;11.1
20;10.2;80.6;3;10.5
48;19.1;100.7;3;10.4
21;11.8;86;4;11.4
51;16.7;101.9;4;12.3
28;13.6;89.1;3;10.8
24;13.1;88.5;4;12.4
56;16.1;100.4;2;9.7
30;13.3;91.9;4;13.6
26;13.6;91.7;4;12
25;11.1;84.5;4;11.5
56;19.8;102.9;3;10.2
11;9.7;74.7;3;10.6
51;14.1;95.1;4;11.4
54;15;99.3;4;11.6
13;10.5;75.7;4;11.1
48;15.6;105.5;3;10.5
16;10.8;74.3;3;10
24;13;87.9;4;11.8
13;11.9;78.6;2;9.3
42;14.3;94.9;3;10.9
44;15.6;99;4;11.8
20;12.2;82.1;4;12
12;11.5;77;3;10.1
52;18.4;106;4;11.2
57;16.5;106.6;2;9.8
35;15.5;97;4;12.6
31;14.3;89;3;10.8
14;12.3;81.5;4;13
41;18.3;101.1;4;13.1
27;13.4;83.4;4;12.6
58;22.1;107.8;4;13.9
33;12.4;91.4;4;14.2
30;14;88.4;4;12.8
19;10.6;75.2;4;12.9
59;22.3;112.5;4;13.9
12;9.6;73.5;2;11.7
48;15.7;98.6;3;12.3
33;16.3;94.3;4;13.8
19;11.4;79.6;4;13.1
58;16;96.3;4;13.4
57;16.6;100.6;4;14.2
12;8.3;69.8;3;12.7
7;9;67.7;4;15
36;13.7;90.4;3;12.8
21;14.9;89.7;4;11.7
25;12.1;85;4;12.1
34;17;91.5;4;11.8
51;19.1;100.6;4;12.6
37;13.4;91.1;4;12
47;17.8;100.1;4;11.2
26;14.1;90;3;10.6
31;13.9;92.2;4;11.3
53;17.1;104.1;4;11.9
34;14.7;91.5;4;12.6
29;12.6;88.4;3;11.8
59;15.3;103.1;4;14.5
28;12.2;90;4;13.3
21;11.4;82;4;12.4
37;16.4;95.6;3;12
16;8.6;73.4;3;12.3
8;7.4;65.8;2;10.7
24;11;81.7;2;11
36;13.4;91.8;2;12
44;14.6;96.4;4;13.9
49;16;100.8;4;13.9
7;7.7;66.2;4;13.7
18;11.2;76;4;13.2
18;13.6;78.5;2;11.4
26;13.2;89.4;4;14
12;8.5;69.7;4;13.8
30;10.5;80.7;4;14.2
36;13.7;93.7;4;14
27;12.5;83;3;12.4
38;13.4;92.7;4;14.5
10;8.6;72;4;14.1
55;16.4;100.6;4;13.7
49;16.1;96.9;4;14.3
42;15.5;95;4;13.3
31;13.9;91.8;4;13.5
44;14.7;98.1;4;13.9
15;8.5;70.4;3;12
21;11.1;82;3;12.5
46;13.5;91.5;4;13
22;11.6;83.1;4;13.1
21;8.7;77.7;3;12.8
44;14.5;93.2;4;13.8
13;8.2;69.6;3;12.8
29;10.8;80.9;3;12.7
19;12.5;87.3;2;8.6
29;14;92.5;4;12.8
19;13;85.9;4;11.7
30;13.1;92.1;3;10.9
14;10.1;73.7;4;11.9
12;9.7;77.3;4;14.1
6;7.9;64.8;2;11.7
26;12;84;4;14.2
48;15.8;103.2;4;14.1
6;8.1;68.5;3;12.7
49;14.2;95;4;13.8
42;12;91.3;2;12.7
20;10;78.6;4;14.8
21;11.7;82.1;2;12.1
51;17.4;101.9;3;13.2
59;18.5;103.5;4;14.7
50;18.4;103.7;3;13.8
22;10.8;82.1;4;14
15;10.1;76;4;14
18;10.8;81.2;2;12.1
47;13.9;99.1;4;14.5
59;18.3;106.7;4;13.1
43;13.7;95.8;4;12.7
19;11.7;81.1;4;14.6
25;11.7;84.3;3;11.3
26;11.8;81.5;4;12.8
50;13.5;95.5;4;13
9;7.6;65.6;4;12.4
45;12.1;91.6;3;11.6
24;12.4;83.2;3;10.5
12;8.3;70;4;11.5
18;11.9;80.3;4;11.4
44;14;97.5;3;10.2
20;13.5;83.3;4;12
16;9.5;75;4;11
55;20.4;104.4;4;12.2
6;8.7;68.3;3;10.8
54;16.1;102.7;4;12.6
46;15.6;97.3;3;10.6
12;10.5;77.4;3;11.3
24;11.6;84.1;2;9.5
59;19.4;108.5;4;11.5
28;12.2;89.5;4;12.2
6;8.2;64.8;3;10.8
24;13.3;83.9;4;12.2
54;16.7;100.9;3;12.9
51;18.7;105.1;2;12
49;15.5;95.4;3;13.6
15;9;74;3;13.4
39;17.3;96.4;3;13.7
18;10.7;75.8;2;11
16;10.3;78.2;3;13.6
46;14.5;93.7;3;13.5
9;8.8;71.1;3;12.8
54;14.3;96.2;3;12.4
11;10.1;74.4;3;12.5
59;14.3;100.4;3;12.8
49;13.3;94.1;4;13.4
24;11.3;86.1;4;12.9
58;20;112.6;3;13.3
11;7.6;68.3;3;12.9
44;16.2;100.9;4;13.5
16;11;77;4;14.4
7;11;67.8;2;12.3
7;6.2;61.5;4;12.6
52;17.4;102.3;4;13
6;8.6;67;3;11.5
49;17.8;101.6;4;12.9
48;17.7;101;4;13.4
33;13.7;93.2;4;14
57;21;109.7;4;12.8
29;13.7;91.9;4;15
13;11.7;78.4;2;10.9
27;12.2;85.3;4;13.8
39;15.1;96.1;3;11.7
11;9.8;72.7;4;13.7
54;17.3;104.7;3;11.8
24;11;82.5;4;14
37;14.2;91.4;4;14.1
32;15.1;93.3;4;15.7
34;12.4;87.3;4;12.6
42;18.6;108.9;4;14.2
44;16.2;95.6;4;13.4
53;13.9;97.2;4;12.6
45;16.2;98.2;4;12.9
9;8.9;70.5;2;10.2
56;16.4;105.5;4;14.3
14;10.4;77;2;9.6
11;7.6;67;3;11.2
24;13.2;87.9;4;13.2
21;10.2;78.6;4;12.2
58;17.7;101.1;3;11.9
7;8.1;64.5;3;11.7
29;11.5;86;4;13
38;16.6;100.4;4;14.7
29;11.8;83.7;4;12.7
7;6.6;64.2;4;13.1
43;15.6;98.1;3;11.9
16;8.9;73.5;3;11.8
